G,Date,Age,Tm,At,Opp,Point_Dif,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Player,Pos
28,2023-02-15,29-317,HOU,@,OKC,L (-37),0,13.4,1,4,0.25,0,2,0.0,2,2,1.0,1,2,3,5,0,1,0,1,4,6.7,-3.0,kaminfr01,C
29,2023-02-24,29-326,HOU,@,GSW,L (-15),0,4.1,0,1,0.0,0,0,,2,2,1.0,0,0,0,0,1,0,0,0,2,2.3,-10.0,kaminfr01,C
29,2023-02-24,29-326,HOU,@,GSW,L (-15),0,4.1,0,1,0.0,0,0,,2,2,1.0,0,0,0,0,1,0,0,0,2,2.3,-10.0,kaminfr01,C
29,2023-02-24,29-326,HOU,@,GSW,L (-15),0,4.1,0,1,0.0,0,0,,2,2,1.0,0,0,0,0,1,0,0,0,2,2.3,-10.0,kaminfr01,C
30,2023-02-28,29-330,HOU,,DEN,L (-21),0,5.1,0,1,0.0,0,1,0.0,0,0,,0,2,2,1,0,0,0,0,0,0.6,2.0,kaminfr01,C
30,2023-02-28,29-330,HOU,,DEN,L (-21),0,5.1,0,1,0.0,0,1,0.0,0,0,,0,2,2,1,0,0,0,0,0,0.6,2.0,kaminfr01,C
30,2023-02-28,29-330,HOU,,DEN,L (-21),0,5.1,0,1,0.0,0,1,0.0,0,0,,0,2,2,1,0,0,0,0,0,0.6,2.0,kaminfr01,C
31,2023-03-01,29-331,HOU,,MEM,L (-14),0,3.6,0,1,0.0,0,1,0.0,0,0,,0,2,2,0,0,0,0,0,0,-0.1,5.0,kaminfr01,C
31,2023-03-01,29-331,HOU,,MEM,L (-14),0,3.6,0,1,0.0,0,1,0.0,0,0,,0,2,2,0,0,0,0,0,0,-0.1,5.0,kaminfr01,C
31,2023-03-01,29-331,HOU,,MEM,L (-14),0,3.6,0,1,0.0,0,1,0.0,0,0,,0,2,2,0,0,0,0,0,0,-0.1,5.0,kaminfr01,C
32,2023-03-07,29-337,HOU,,BKN,L (-22),0,3.2,1,2,0.5,1,2,0.5,0,0,,0,1,1,0,0,0,0,0,3,2.3,0.0,kaminfr01,C
32,2023-03-07,29-337,HOU,,BKN,L (-22),0,3.2,1,2,0.5,1,2,0.5,0,0,,0,1,1,0,0,0,0,0,3,2.3,0.0,kaminfr01,C
32,2023-03-07,29-337,HOU,,BKN,L (-22),0,3.2,1,2,0.5,1,2,0.5,0,0,,0,1,1,0,0,0,0,0,3,2.3,0.0,kaminfr01,C
33,2023-03-13,29-343,HOU,,BOS,W (+2),0,0.0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,1.0,kaminfr01,C
33,2023-03-13,29-343,HOU,,BOS,W (+2),0,0.0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,1.0,kaminfr01,C
33,2023-03-13,29-343,HOU,,BOS,W (+2),0,0.0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,1.0,kaminfr01,C
34,2023-03-26,29-356,HOU,@,CLE,L (-17),0,2.4,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-1.0,kaminfr01,C
34,2023-03-26,29-356,HOU,@,CLE,L (-17),0,2.4,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-1.0,kaminfr01,C
34,2023-03-26,29-356,HOU,@,CLE,L (-17),0,2.4,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-1.0,kaminfr01,C
35,2023-04-02,29-363,HOU,,LAL,L (-25),0,3.9,1,1,1.0,0,0,,0,0,,1,0,1,1,0,0,0,0,2,3.1,-2.0,kaminfr01,C
35,2023-04-02,29-363,HOU,,LAL,L (-25),0,3.9,1,1,1.0,0,0,,0,0,,1,0,1,1,0,0,0,0,2,3.1,-2.0,kaminfr01,C
35,2023-04-02,29-363,HOU,,LAL,L (-25),0,3.9,1,1,1.0,0,0,,0,0,,1,0,1,1,0,0,0,0,2,3.1,-2.0,kaminfr01,C
36,2023-04-09,30-005,HOU,@,WAS,W (+5),0,17.0,3,7,0.429,1,3,0.333,0,0,,2,4,6,3,0,1,0,0,7,8.7,4.0,kaminfr01,C
36,2023-04-09,30-005,HOU,@,WAS,W (+5),0,17.0,3,7,0.429,1,3,0.333,0,0,,2,4,6,3,0,1,0,0,7,8.7,4.0,kaminfr01,C
36,2023-04-09,30-005,HOU,@,WAS,W (+5),0,17.0,3,7,0.429,1,3,0.333,0,0,,2,4,6,3,0,1,0,0,7,8.7,4.0,kaminfr01,C
1,2022-10-21,19-056,NYK,,DET,W (+24),0,0.9,0,1,0.0,0,1,0.0,0,0,,0,1,1,0,0,0,0,0,0,-0.4,-2.0,keelstr01,SG
2,2023-03-01,19-187,NYK,,BKN,W (+24),0,2.9,1,2,0.5,1,2,0.5,0,0,,0,1,1,0,0,0,0,0,3,2.3,-5.0,keelstr01,SG
3,2023-03-27,19-213,NYK,,HOU,W (+22),0,4.2,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,0,0,0,-0.7,-11.0,keelstr01,SG
1,2022-10-20,26-118,LAC,@,LAL,W (+6),0,24.1,4,6,0.667,3,3,1.0,0,0,,0,1,1,1,0,0,0,3,11,8.2,-1.0,kennalu01,SG
1,2022-10-20,26-118,LAC,@,LAL,W (+6),0,24.1,4,6,0.667,3,3,1.0,0,0,,0,1,1,1,0,0,0,3,11,8.2,-1.0,kennalu01,SG
1,2022-10-20,26-118,LAC,@,LAL,W (+6),0,24.1,4,6,0.667,3,3,1.0,0,0,,0,1,1,1,0,0,0,3,11,8.2,-1.0,kennalu01,SG
2,2022-10-22,26-120,LAC,@,SAC,W (+2),0,27.9,4,11,0.364,1,4,0.25,2,2,1.0,0,1,1,0,0,0,0,0,11,5.2,15.0,kennalu01,SG
2,2022-10-22,26-120,LAC,@,SAC,W (+2),0,27.9,4,11,0.364,1,4,0.25,2,2,1.0,0,1,1,0,0,0,0,0,11,5.2,15.0,kennalu01,SG
2,2022-10-22,26-120,LAC,@,SAC,W (+2),0,27.9,4,11,0.364,1,4,0.25,2,2,1.0,0,1,1,0,0,0,0,0,11,5.2,15.0,kennalu01,SG
3,2022-10-23,26-121,LAC,,PHO,L (-17),0,17.8,1,4,0.25,0,1,0.0,0,0,,0,3,3,0,0,0,3,3,2,-3.7,-4.0,kennalu01,SG
3,2022-10-23,26-121,LAC,,PHO,L (-17),0,17.8,1,4,0.25,0,1,0.0,0,0,,0,3,3,0,0,0,3,3,2,-3.7,-4.0,kennalu01,SG
3,2022-10-23,26-121,LAC,,PHO,L (-17),0,17.8,1,4,0.25,0,1,0.0,0,0,,0,3,3,0,0,0,3,3,2,-3.7,-4.0,kennalu01,SG
4,2022-10-25,26-123,LAC,@,OKC,L (-14),0,29.0,6,13,0.462,3,7,0.429,0,0,,0,4,4,2,1,0,1,1,15,10.5,2.0,kennalu01,SG
4,2022-10-25,26-123,LAC,@,OKC,L (-14),0,29.0,6,13,0.462,3,7,0.429,0,0,,0,4,4,2,1,0,1,1,15,10.5,2.0,kennalu01,SG
4,2022-10-25,26-123,LAC,@,OKC,L (-14),0,29.0,6,13,0.462,3,7,0.429,0,0,,0,4,4,2,1,0,1,1,15,10.5,2.0,kennalu01,SG
5,2022-10-27,26-125,LAC,@,OKC,L (-8),0,17.1,4,5,0.8,2,3,0.667,0,0,,1,0,1,0,1,0,4,1,10,5.4,-2.0,kennalu01,SG
5,2022-10-27,26-125,LAC,@,OKC,L (-8),0,17.1,4,5,0.8,2,3,0.667,0,0,,1,0,1,0,1,0,4,1,10,5.4,-2.0,kennalu01,SG
5,2022-10-27,26-125,LAC,@,OKC,L (-8),0,17.1,4,5,0.8,2,3,0.667,0,0,,1,0,1,0,1,0,4,1,10,5.4,-2.0,kennalu01,SG
6,2022-10-30,26-128,LAC,,NOP,L (-21),0,22.7,3,5,0.6,1,3,0.333,0,0,,1,5,6,0,0,0,0,1,7,6.5,-15.0,kennalu01,SG
6,2022-10-30,26-128,LAC,,NOP,L (-21),0,22.7,3,5,0.6,1,3,0.333,0,0,,1,5,6,0,0,0,0,1,7,6.5,-15.0,kennalu01,SG
6,2022-10-30,26-128,LAC,,NOP,L (-21),0,22.7,3,5,0.6,1,3,0.333,0,0,,1,5,6,0,0,0,0,1,7,6.5,-15.0,kennalu01,SG
7,2022-10-31,26-129,LAC,,HOU,W (+2),1,34.2,3,8,0.375,2,6,0.333,0,0,,1,9,10,2,0,0,2,3,8,5.2,3.0,kennalu01,SG
7,2022-10-31,26-129,LAC,,HOU,W (+2),1,34.2,3,8,0.375,2,6,0.333,0,0,,1,9,10,2,0,0,2,3,8,5.2,3.0,kennalu01,SG
7,2022-10-31,26-129,LAC,,HOU,W (+2),1,34.2,3,8,0.375,2,6,0.333,0,0,,1,9,10,2,0,0,2,3,8,5.2,3.0,kennalu01,SG
8,2022-11-02,26-131,LAC,@,HOU,W (+8),1,23.6,2,3,0.667,2,3,0.667,0,0,,1,5,6,0,1,0,1,1,6,6.5,16.0,kennalu01,SG
8,2022-11-02,26-131,LAC,@,HOU,W (+8),1,23.6,2,3,0.667,2,3,0.667,0,0,,1,5,6,0,1,0,1,1,6,6.5,16.0,kennalu01,SG
8,2022-11-02,26-131,LAC,@,HOU,W (+8),1,23.6,2,3,0.667,2,3,0.667,0,0,,1,5,6,0,1,0,1,1,6,6.5,16.0,kennalu01,SG
9,2022-11-04,26-133,LAC,@,SAS,W (+7),1,9.4,1,1,1.0,0,0,,0,0,,0,1,1,0,0,0,0,1,2,1.6,12.0,kennalu01,SG
9,2022-11-04,26-133,LAC,@,SAS,W (+7),1,9.4,1,1,1.0,0,0,,0,0,,0,1,1,0,0,0,0,1,2,1.6,12.0,kennalu01,SG
9,2022-11-04,26-133,LAC,@,SAS,W (+7),1,9.4,1,1,1.0,0,0,,0,0,,0,1,1,0,0,0,0,1,2,1.6,12.0,kennalu01,SG
10,2022-11-07,26-136,LAC,,CLE,W (+2),0,12.7,2,4,0.5,2,4,0.5,0,0,,0,0,0,0,2,0,0,1,6,5.6,-3.0,kennalu01,SG
10,2022-11-07,26-136,LAC,,CLE,W (+2),0,12.7,2,4,0.5,2,4,0.5,0,0,,0,0,0,0,2,0,0,1,6,5.6,-3.0,kennalu01,SG
10,2022-11-07,26-136,LAC,,CLE,W (+2),0,12.7,2,4,0.5,2,4,0.5,0,0,,0,0,0,0,2,0,0,1,6,5.6,-3.0,kennalu01,SG
11,2022-11-09,26-138,LAC,,LAL,W (+13),1,24.9,5,9,0.556,3,6,0.5,0,0,,0,3,3,2,1,0,0,1,13,11.6,9.0,kennalu01,SG
11,2022-11-09,26-138,LAC,,LAL,W (+13),1,24.9,5,9,0.556,3,6,0.5,0,0,,0,3,3,2,1,0,0,1,13,11.6,9.0,kennalu01,SG
11,2022-11-09,26-138,LAC,,LAL,W (+13),1,24.9,5,9,0.556,3,6,0.5,0,0,,0,3,3,2,1,0,0,1,13,11.6,9.0,kennalu01,SG
12,2022-11-12,26-141,LAC,,BKN,L (-15),1,24.2,3,5,0.6,2,4,0.5,1,1,1.0,0,3,3,0,0,0,2,2,9,4.8,-16.0,kennalu01,SG
12,2022-11-12,26-141,LAC,,BKN,L (-15),1,24.2,3,5,0.6,2,4,0.5,1,1,1.0,0,3,3,0,0,0,2,2,9,4.8,-16.0,kennalu01,SG
12,2022-11-12,26-141,LAC,,BKN,L (-15),1,24.2,3,5,0.6,2,4,0.5,1,1,1.0,0,3,3,0,0,0,2,2,9,4.8,-16.0,kennalu01,SG
13,2022-11-14,26-143,LAC,@,HOU,W (+16),1,27.6,3,6,0.5,2,4,0.5,0,0,,0,1,1,1,1,0,2,1,8,4.6,7.0,kennalu01,SG
13,2022-11-14,26-143,LAC,@,HOU,W (+16),1,27.6,3,6,0.5,2,4,0.5,0,0,,0,1,1,1,1,0,2,1,8,4.6,7.0,kennalu01,SG
13,2022-11-14,26-143,LAC,@,HOU,W (+16),1,27.6,3,6,0.5,2,4,0.5,0,0,,0,1,1,1,1,0,2,1,8,4.6,7.0,kennalu01,SG
14,2022-11-15,26-144,LAC,@,DAL,L (-2),1,2.9,0,0,,0,0,,0,0,,0,1,1,0,1,0,0,1,0,0.9,1.0,kennalu01,SG
14,2022-11-15,26-144,LAC,@,DAL,L (-2),1,2.9,0,0,,0,0,,0,0,,0,1,1,0,1,0,0,1,0,0.9,1.0,kennalu01,SG
14,2022-11-15,26-144,LAC,@,DAL,L (-2),1,2.9,0,0,,0,0,,0,0,,0,1,1,0,1,0,0,1,0,0.9,1.0,kennalu01,SG
15,2022-12-05,26-164,LAC,@,CHA,W (+2),0,20.0,3,5,0.6,2,3,0.667,1,1,1.0,0,2,2,2,0,0,0,0,9,8.7,10.0,kennalu01,SG
15,2022-12-05,26-164,LAC,@,CHA,W (+2),0,20.0,3,5,0.6,2,3,0.667,1,1,1.0,0,2,2,2,0,0,0,0,9,8.7,10.0,kennalu01,SG
15,2022-12-05,26-164,LAC,@,CHA,W (+2),0,20.0,3,5,0.6,2,3,0.667,1,1,1.0,0,2,2,2,0,0,0,0,9,8.7,10.0,kennalu01,SG
16,2022-12-08,26-167,LAC,@,MIA,L (-5),0,24.3,3,7,0.429,1,5,0.2,0,0,,0,3,3,2,0,0,1,0,7,4.6,-5.0,kennalu01,SG
16,2022-12-08,26-167,LAC,@,MIA,L (-5),0,24.3,3,7,0.429,1,5,0.2,0,0,,0,3,3,2,0,0,1,0,7,4.6,-5.0,kennalu01,SG
16,2022-12-08,26-167,LAC,@,MIA,L (-5),0,24.3,3,7,0.429,1,5,0.2,0,0,,0,3,3,2,0,0,1,0,7,4.6,-5.0,kennalu01,SG
17,2022-12-10,26-169,LAC,@,WAS,W (+7),0,24.3,3,7,0.429,3,6,0.5,1,1,1.0,0,3,3,5,1,1,2,1,10,10.0,18.0,kennalu01,SG
17,2022-12-10,26-169,LAC,@,WAS,W (+7),0,24.3,3,7,0.429,3,6,0.5,1,1,1.0,0,3,3,5,1,1,2,1,10,10.0,18.0,kennalu01,SG
17,2022-12-10,26-169,LAC,@,WAS,W (+7),0,24.3,3,7,0.429,3,6,0.5,1,1,1.0,0,3,3,5,1,1,2,1,10,10.0,18.0,kennalu01,SG
18,2022-12-12,26-171,LAC,,BOS,W (+20),0,25.7,5,9,0.556,2,5,0.4,0,0,,0,0,0,1,2,0,1,4,12,7.8,2.0,kennalu01,SG
18,2022-12-12,26-171,LAC,,BOS,W (+20),0,25.7,5,9,0.556,2,5,0.4,0,0,,0,0,0,1,2,0,1,4,12,7.8,2.0,kennalu01,SG
18,2022-12-12,26-171,LAC,,BOS,W (+20),0,25.7,5,9,0.556,2,5,0.4,0,0,,0,0,0,1,2,0,1,4,12,7.8,2.0,kennalu01,SG
19,2022-12-14,26-173,LAC,,MIN,W (+11),0,22.6,5,8,0.625,4,7,0.571,2,2,1.0,0,0,0,0,0,1,0,2,16,12.3,16.0,kennalu01,SG
19,2022-12-14,26-173,LAC,,MIN,W (+11),0,22.6,5,8,0.625,4,7,0.571,2,2,1.0,0,0,0,0,0,1,0,2,16,12.3,16.0,kennalu01,SG
19,2022-12-14,26-173,LAC,,MIN,W (+11),0,22.6,5,8,0.625,4,7,0.571,2,2,1.0,0,0,0,0,0,1,0,2,16,12.3,16.0,kennalu01,SG
20,2022-12-17,26-176,LAC,,WAS,W (+9),0,29.4,7,12,0.583,4,6,0.667,2,3,0.667,0,4,4,2,0,0,2,0,20,14.6,7.0,kennalu01,SG
20,2022-12-17,26-176,LAC,,WAS,W (+9),0,29.4,7,12,0.583,4,6,0.667,2,3,0.667,0,4,4,2,0,0,2,0,20,14.6,7.0,kennalu01,SG
20,2022-12-17,26-176,LAC,,WAS,W (+9),0,29.4,7,12,0.583,4,6,0.667,2,3,0.667,0,4,4,2,0,0,2,0,20,14.6,7.0,kennalu01,SG
21,2022-12-21,26-180,LAC,,CHA,W (+21),0,24.2,4,8,0.5,4,8,0.5,0,0,,0,3,3,3,0,0,1,1,12,9.6,19.0,kennalu01,SG
21,2022-12-21,26-180,LAC,,CHA,W (+21),0,24.2,4,8,0.5,4,8,0.5,0,0,,0,3,3,3,0,0,1,1,12,9.6,19.0,kennalu01,SG
21,2022-12-21,26-180,LAC,,CHA,W (+21),0,24.2,4,8,0.5,4,8,0.5,0,0,,0,3,3,3,0,0,1,1,12,9.6,19.0,kennalu01,SG
22,2022-12-23,26-182,LAC,@,PHI,L (-5),0,21.4,2,6,0.333,2,4,0.5,2,2,1.0,0,2,2,3,1,1,0,3,8,7.8,17.0,kennalu01,SG
22,2022-12-23,26-182,LAC,@,PHI,L (-5),0,21.4,2,6,0.333,2,4,0.5,2,2,1.0,0,2,2,3,1,1,0,3,8,7.8,17.0,kennalu01,SG
22,2022-12-23,26-182,LAC,@,PHI,L (-5),0,21.4,2,6,0.333,2,4,0.5,2,2,1.0,0,2,2,3,1,1,0,3,8,7.8,17.0,kennalu01,SG
23,2022-12-26,26-185,LAC,@,DET,W (+11),0,32.4,6,12,0.5,4,8,0.5,2,2,1.0,0,5,5,1,1,0,0,2,18,14.4,9.0,kennalu01,SG
23,2022-12-26,26-185,LAC,@,DET,W (+11),0,32.4,6,12,0.5,4,8,0.5,2,2,1.0,0,5,5,1,1,0,0,2,18,14.4,9.0,kennalu01,SG
23,2022-12-26,26-185,LAC,@,DET,W (+11),0,32.4,6,12,0.5,4,8,0.5,2,2,1.0,0,5,5,1,1,0,0,2,18,14.4,9.0,kennalu01,SG
24,2022-12-27,26-186,LAC,@,TOR,W (+11),0,17.5,0,4,0.0,0,3,0.0,0,0,,1,2,3,1,1,0,0,0,0,0.2,4.0,kennalu01,SG
24,2022-12-27,26-186,LAC,@,TOR,W (+11),0,17.5,0,4,0.0,0,3,0.0,0,0,,1,2,3,1,1,0,0,0,0,0.2,4.0,kennalu01,SG
24,2022-12-27,26-186,LAC,@,TOR,W (+11),0,17.5,0,4,0.0,0,3,0.0,0,0,,1,2,3,1,1,0,0,0,0,0.2,4.0,kennalu01,SG
25,2022-12-29,26-188,LAC,@,BOS,L (-6),0,17.4,0,0,,0,0,,0,0,,0,1,1,1,0,0,0,1,0,0.6,2.0,kennalu01,SG
25,2022-12-29,26-188,LAC,@,BOS,L (-6),0,17.4,0,0,,0,0,,0,0,,0,1,1,1,0,0,0,1,0,0.6,2.0,kennalu01,SG
25,2022-12-29,26-188,LAC,@,BOS,L (-6),0,17.4,0,0,,0,0,,0,0,,0,1,1,1,0,0,0,1,0,0.6,2.0,kennalu01,SG
26,2022-12-31,26-190,LAC,@,IND,L (-1),0,19.7,2,5,0.4,2,5,0.4,1,1,1.0,0,1,1,3,0,0,1,2,7,4.9,2.0,kennalu01,SG
26,2022-12-31,26-190,LAC,@,IND,L (-1),0,19.7,2,5,0.4,2,5,0.4,1,1,1.0,0,1,1,3,0,0,1,2,7,4.9,2.0,kennalu01,SG
26,2022-12-31,26-190,LAC,@,IND,L (-1),0,19.7,2,5,0.4,2,5,0.4,1,1,1.0,0,1,1,3,0,0,1,2,7,4.9,2.0,kennalu01,SG
27,2023-01-02,26-192,LAC,,MIA,L (-10),0,17.9,3,4,0.75,2,2,1.0,3,3,1.0,0,0,0,0,1,0,0,2,11,9.6,-11.0,kennalu01,SG
27,2023-01-02,26-192,LAC,,MIA,L (-10),0,17.9,3,4,0.75,2,2,1.0,3,3,1.0,0,0,0,0,1,0,0,2,11,9.6,-11.0,kennalu01,SG
27,2023-01-02,26-192,LAC,,MIA,L (-10),0,17.9,3,4,0.75,2,2,1.0,3,3,1.0,0,0,0,0,1,0,0,2,11,9.6,-11.0,kennalu01,SG
28,2023-01-05,26-195,LAC,@,DEN,L (-31),0,23.7,2,9,0.222,0,5,0.0,0,0,,0,1,1,2,1,0,2,1,4,-1.2,-21.0,kennalu01,SG
28,2023-01-05,26-195,LAC,@,DEN,L (-31),0,23.7,2,9,0.222,0,5,0.0,0,0,,0,1,1,2,1,0,2,1,4,-1.2,-21.0,kennalu01,SG
28,2023-01-05,26-195,LAC,@,DEN,L (-31),0,23.7,2,9,0.222,0,5,0.0,0,0,,0,1,1,2,1,0,2,1,4,-1.2,-21.0,kennalu01,SG
29,2023-01-06,26-196,LAC,@,MIN,L (-13),1,21.1,4,8,0.5,1,2,0.5,2,2,1.0,1,3,4,1,0,1,2,2,11,7.2,-26.0,kennalu01,SG
29,2023-01-06,26-196,LAC,@,MIN,L (-13),1,21.1,4,8,0.5,1,2,0.5,2,2,1.0,1,3,4,1,0,1,2,2,11,7.2,-26.0,kennalu01,SG
29,2023-01-06,26-196,LAC,@,MIN,L (-13),1,21.1,4,8,0.5,1,2,0.5,2,2,1.0,1,3,4,1,0,1,2,2,11,7.2,-26.0,kennalu01,SG
30,2023-01-26,26-216,LAC,,SAS,W (+38),1,16.9,2,3,0.667,1,1,1.0,0,0,,0,1,1,0,0,0,0,1,5,3.6,16.0,kennalu01,SG
30,2023-01-26,26-216,LAC,,SAS,W (+38),1,16.9,2,3,0.667,1,1,1.0,0,0,,0,1,1,0,0,0,0,1,5,3.6,16.0,kennalu01,SG
30,2023-01-26,26-216,LAC,,SAS,W (+38),1,16.9,2,3,0.667,1,1,1.0,0,0,,0,1,1,0,0,0,0,1,5,3.6,16.0,kennalu01,SG
31,2023-01-28,26-218,LAC,@,ATL,W (+7),1,20.8,4,7,0.571,3,3,1.0,0,0,,0,3,3,0,1,0,2,2,11,6.8,5.0,kennalu01,SG
31,2023-01-28,26-218,LAC,@,ATL,W (+7),1,20.8,4,7,0.571,3,3,1.0,0,0,,0,3,3,0,1,0,2,2,11,6.8,5.0,kennalu01,SG
31,2023-01-28,26-218,LAC,@,ATL,W (+7),1,20.8,4,7,0.571,3,3,1.0,0,0,,0,3,3,0,1,0,2,2,11,6.8,5.0,kennalu01,SG
32,2023-01-29,26-219,LAC,@,CLE,L (-23),0,9.9,1,4,0.25,0,2,0.0,0,0,,0,2,2,1,1,0,1,0,2,0.9,3.0,kennalu01,SG
32,2023-01-29,26-219,LAC,@,CLE,L (-23),0,9.9,1,4,0.25,0,2,0.0,0,0,,0,2,2,1,1,0,1,0,2,0.9,3.0,kennalu01,SG
32,2023-01-29,26-219,LAC,@,CLE,L (-23),0,9.9,1,4,0.25,0,2,0.0,0,0,,0,2,2,1,1,0,1,0,2,0.9,3.0,kennalu01,SG
33,2023-01-31,26-221,LAC,@,CHI,W (+5),1,17.1,0,6,0.0,0,5,0.0,0,0,,0,4,4,1,0,0,0,2,0,-3.1,-11.0,kennalu01,SG
33,2023-01-31,26-221,LAC,@,CHI,W (+5),1,17.1,0,6,0.0,0,5,0.0,0,0,,0,4,4,1,0,0,0,2,0,-3.1,-11.0,kennalu01,SG
33,2023-01-31,26-221,LAC,@,CHI,W (+5),1,17.1,0,6,0.0,0,5,0.0,0,0,,0,4,4,1,0,0,0,2,0,-3.1,-11.0,kennalu01,SG
34,2023-02-06,26-227,LAC,@,BKN,W (+8),0,14.7,1,6,0.167,1,4,0.25,0,0,,0,0,0,0,1,0,0,0,3,0.2,12.0,kennalu01,SG
34,2023-02-06,26-227,LAC,@,BKN,W (+8),0,14.7,1,6,0.167,1,4,0.25,0,0,,0,0,0,0,1,0,0,0,3,0.2,12.0,kennalu01,SG
34,2023-02-06,26-227,LAC,@,BKN,W (+8),0,14.7,1,6,0.167,1,4,0.25,0,0,,0,0,0,0,1,0,0,0,3,0.2,12.0,kennalu01,SG
35,2023-02-08,26-229,LAC,,DAL,L (-6),0,5.9,0,1,0.0,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-1.1,2.0,kennalu01,SG
35,2023-02-08,26-229,LAC,,DAL,L (-6),0,5.9,0,1,0.0,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-1.1,2.0,kennalu01,SG
35,2023-02-08,26-229,LAC,,DAL,L (-6),0,5.9,0,1,0.0,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-1.1,2.0,kennalu01,SG
36,2023-02-12,26-233,MEM,@,BOS,L (-10),0,21.6,1,4,0.25,1,2,0.5,1,1,1.0,0,2,2,1,0,0,0,3,4,1.7,-20.0,kennalu01,SG
36,2023-02-12,26-233,MEM,@,BOS,L (-10),0,21.6,1,4,0.25,1,2,0.5,1,1,1.0,0,2,2,1,0,0,0,3,4,1.7,-20.0,kennalu01,SG
36,2023-02-12,26-233,MEM,@,BOS,L (-10),0,21.6,1,4,0.25,1,2,0.5,1,1,1.0,0,2,2,1,0,0,0,3,4,1.7,-20.0,kennalu01,SG
37,2023-02-15,26-236,MEM,,UTA,W (+6),0,20.8,2,4,0.5,2,4,0.5,3,3,1.0,1,0,1,2,0,0,0,3,9,7.9,2.0,kennalu01,SG
37,2023-02-15,26-236,MEM,,UTA,W (+6),0,20.8,2,4,0.5,2,4,0.5,3,3,1.0,1,0,1,2,0,0,0,3,9,7.9,2.0,kennalu01,SG
37,2023-02-15,26-236,MEM,,UTA,W (+6),0,20.8,2,4,0.5,2,4,0.5,3,3,1.0,1,0,1,2,0,0,0,3,9,7.9,2.0,kennalu01,SG
38,2023-02-25,26-246,MEM,,DEN,W (+18),0,24.6,4,7,0.571,4,5,0.8,0,0,,0,2,2,2,0,0,0,0,12,10.7,21.0,kennalu01,SG
38,2023-02-25,26-246,MEM,,DEN,W (+18),0,24.6,4,7,0.571,4,5,0.8,0,0,,0,2,2,2,0,0,0,0,12,10.7,21.0,kennalu01,SG
38,2023-02-25,26-246,MEM,,DEN,W (+18),0,24.6,4,7,0.571,4,5,0.8,0,0,,0,2,2,2,0,0,0,0,12,10.7,21.0,kennalu01,SG
39,2023-02-28,26-249,MEM,,LAL,W (+12),0,22.7,2,7,0.286,2,6,0.333,0,0,,0,1,1,1,0,0,0,2,6,2.1,9.0,kennalu01,SG
39,2023-02-28,26-249,MEM,,LAL,W (+12),0,22.7,2,7,0.286,2,6,0.333,0,0,,0,1,1,1,0,0,0,2,6,2.1,9.0,kennalu01,SG
39,2023-02-28,26-249,MEM,,LAL,W (+12),0,22.7,2,7,0.286,2,6,0.333,0,0,,0,1,1,1,0,0,0,2,6,2.1,9.0,kennalu01,SG
40,2023-03-01,26-250,MEM,@,HOU,W (+14),0,20.2,0,4,0.0,0,4,0.0,0,0,,0,2,2,1,1,0,2,0,0,-2.5,-11.0,kennalu01,SG
40,2023-03-01,26-250,MEM,@,HOU,W (+14),0,20.2,0,4,0.0,0,4,0.0,0,0,,0,2,2,1,1,0,2,0,0,-2.5,-11.0,kennalu01,SG
40,2023-03-01,26-250,MEM,@,HOU,W (+14),0,20.2,0,4,0.0,0,4,0.0,0,0,,0,2,2,1,1,0,2,0,0,-2.5,-11.0,kennalu01,SG
41,2023-03-03,26-252,MEM,@,DEN,L (-16),0,18.4,2,5,0.4,2,4,0.5,0,0,,0,1,1,0,0,0,0,2,6,2.8,-17.0,kennalu01,SG
41,2023-03-03,26-252,MEM,@,DEN,L (-16),0,18.4,2,5,0.4,2,4,0.5,0,0,,0,1,1,0,0,0,0,2,6,2.8,-17.0,kennalu01,SG
41,2023-03-03,26-252,MEM,@,DEN,L (-16),0,18.4,2,5,0.4,2,4,0.5,0,0,,0,1,1,0,0,0,0,2,6,2.8,-17.0,kennalu01,SG
42,2023-03-05,26-254,MEM,@,LAC,L (-6),0,28.8,5,7,0.714,5,5,1.0,0,0,,0,3,3,4,0,0,1,1,15,14.4,-2.0,kennalu01,SG
42,2023-03-05,26-254,MEM,@,LAC,L (-6),0,28.8,5,7,0.714,5,5,1.0,0,0,,0,3,3,4,0,0,1,1,15,14.4,-2.0,kennalu01,SG
42,2023-03-05,26-254,MEM,@,LAC,L (-6),0,28.8,5,7,0.714,5,5,1.0,0,0,,0,3,3,4,0,0,1,1,15,14.4,-2.0,kennalu01,SG
